,model,feat_select,n_feat,test_val,acc,acc_sd,auc,auc_sd,sens,sens_sd,spec,spec_sd,htune_val,htune_trials
64,dtree,pearson,10,m-carlo,0.6347222222000001,0.0461962857,0.6359374999999999,0.0591842504,0.625,0.1175405865,0.646875,0.2100232991,5-fold,100
133,mlp,d,100,m-carlo,0.6333333333,0.0762591935,0.6278125,0.0761284352,0.6775,0.1208250148,0.578125,0.1280467508,5-fold,100
31,bag,d,100,m-carlo,0.6319444444,0.0623577003,0.6131249999999999,0.0600814962,0.7825000000000001,0.1172884434,0.44375000000000003,0.1031972434,5-fold,100
189,rf,d,50,m-carlo,0.6319444444,0.0673665745,0.6296875,0.0636368643,0.65,0.1123902974,0.609375,0.0698771243,5-fold,100
248,svm,d,100,m-carlo,0.6319444444,0.067966734,0.6212500000000001,0.06668242690000001,0.7175,0.1238366921,0.525,0.12064792190000001,5-fold,100
32,bag,pearson,10,10-fold,0.6316993464,0.064904919,0.6219444444000001,0.07285005330000001,0.7188888889,0.1011660412,0.525,0.1788093653,5-fold,100
134,mlp,auc,10,5-fold,0.6307936508,0.0628298803,0.6299342105,0.062002579700000005,0.6573684211,0.1693886678,0.6025,0.1910224681,5-fold,100
190,rf,pca,10,5-fold,0.6304761905,0.046850948100000005,0.6246710526,0.0457369611,0.6768421053,0.1031599087,0.5725,0.12124928410000001,5-fold,100
191,rf,auc,10,10-fold,0.6303921569000001,0.1046596654,0.6287301587,0.1013285706,0.6788888889,0.19754668150000002,0.5785714286,0.1958324287,5-fold,100
65,dtree,auc,50,m-carlo,0.6291666667,0.0535265445,0.6265625,0.0565189113,0.65,0.0811107106,0.603125,0.1187153689,5-fold,100
33,bag,d,10,m-carlo,0.6277777778,0.0717596523,0.6162500000000001,0.0722181454,0.72,0.101825444,0.5125000000000001,0.1139886883,5-fold,100
34,bag,pca,50,5-fold,0.6255555556,0.06908956940000001,0.6062938596,0.0771633684,0.7684210526,0.0411907259,0.4441666667,0.1497567472,5-fold,100
192,rf,d,10,10-fold,0.6254901961,0.0992087109,0.6206944444,0.0980015935,0.6788888889,0.1670735773,0.5625,0.1702942798,5-fold,100
135,mlp,d,100,10-fold,0.6251633987,0.08436536110000001,0.6140674603,0.0876467967,0.6977777778,0.1549193338,0.5303571429,0.2067199432,5-fold,100
66,dtree,auc,100,5-fold,0.6250793651000001,0.0358533448,0.6146710526,0.0385991701,0.7068421053,0.0750253881,0.5225000000000001,0.1182041548,5-fold,100
193,rf,pca,50,5-fold,0.6247619048,0.0633888049,0.604627193,0.06636899360000001,0.7684210526,0.08183322,0.4408333333,0.0795167697,5-fold,100
67,dtree,pca,10,5-fold,0.6246031746,0.0456676901,0.6194078947,0.0476908142,0.6563157895,0.0752327874,0.5825,0.10559027210000001,5-fold,100
249,svm,pca,50,10-fold,0.6238562092000001,0.102841129,0.6079563492,0.10154235810000001,0.7355555556000001,0.1407212462,0.48035714290000003,0.1463971124,5-fold,100
35,bag,d,10,5-fold,0.6196825397,0.0655384504,0.6031140351000001,0.0716808697,0.7478947368000001,0.09224425600000001,0.45833333330000003,0.1783167827,5-fold,100
250,svm,d,100,10-fold,0.6196078431,0.1073656382,0.6114087302,0.103824362,0.6888888889,0.1777777778,0.5339285714,0.1541770083,5-fold,100
68,dtree,d,50,5-fold,0.6193650794000001,0.07122015450000001,0.6080043860000001,0.07735899090000001,0.7068421053,0.0750253881,0.5091666667,0.1529342633,5-fold,100
194,rf,d,100,10-fold,0.6192810458,0.1219289566,0.6135515873,0.1251760696,0.6788888889,0.1670735773,0.5482142857,0.1899266627,5-fold,100
69,dtree,auc,50,10-fold,0.6183006536,0.0992876216,0.6170833333,0.1040087806,0.6466666667000001,0.1068054653,0.5875,0.187750211,5-fold,100
251,svm,d,10,m-carlo,0.6180555556,0.0720279664,0.6012500000000001,0.0705243519,0.7525000000000001,0.1219091551,0.45,0.1139886883,5-fold,100
36,bag,pca,50,m-carlo,0.6166666667,0.07073364730000001,0.5968749999999999,0.0733228038,0.775,0.0924804389,0.41875,0.12999873480000002,5-fold,100
70,dtree,d,50,10-fold,0.6156862745,0.1273177711,0.6105357143,0.1345144592,0.68,0.1751190072,0.5410714286,0.2378048825,5-fold,100
195,rf,d,100,m-carlo,0.6152777778,0.0663950363,0.60875,0.0650278281,0.6675,0.1103523066,0.55,0.1025978352,5-fold,100
71,dtree,pearson,10,10-fold,0.6147058824,0.14769450280000002,0.6278571429,0.15068390950000002,0.5700000000000001,0.2584139659,0.6857142857,0.2889450277,5-fold,100
196,rf,kpca,100,10-fold,0.6147058824,0.077172326,0.5676587302,0.0681818325,0.9388888889,0.0971825316,0.1964285714,0.0729014804,5-fold,100
252,svm,d,10,5-fold,0.6142857143,0.0714285714,0.5928070175,0.0756368598,0.7789473684,0.1242567933,0.4066666667,0.1850910061,5-fold,100
72,dtree,pca,50,5-fold,0.613968254,0.047861815,0.6084210526,0.0530462919,0.6568421053,0.0522883546,0.56,0.11416970800000001,5-fold,100
73,dtree,pearson,100,m-carlo,0.6138888889,0.0753484433,0.610625,0.07761610570000001,0.64,0.1142481141,0.58125,0.1477629236,5-fold,100
254,svm,pca,50,5-fold,0.6138095238,0.0758250164,0.5995175439,0.082646698,0.7073684211,0.0634150467,0.49166666670000003,0.15,5-fold,100
253,svm,pca,100,5-fold,0.6138095238,0.0905450866,0.5873903509,0.1013492483,0.7889473684,0.0878411434,0.3858333333,0.177892758,5-fold,100
136,mlp,pca,100,m-carlo,0.6083333333000001,0.0569275043,0.5984375,0.0535681977,0.6875,0.1234109523,0.509375,0.1039416429,5-fold,100
74,dtree,pearson,50,m-carlo,0.6069444444000001,0.057900089800000006,0.604375,0.06312516280000001,0.6275000000000001,0.0818776366,0.58125,0.14208851020000002,5-fold,100
75,dtree,auc,100,m-carlo,0.6041666667000001,0.0961722754,0.603125,0.095380557,0.6125,0.13752990110000002,0.59375,0.1352689815,5-fold,100
37,bag,d,100,10-fold,0.6035947712,0.1038812535,0.5844444444,0.1142425789,0.7688888889000001,0.1239274977,0.4,0.23946037220000002,5-fold,100
255,svm,d,10,10-fold,0.6019607843,0.0899969384,0.5885515873,0.0902978131,0.7288888889,0.1623895636,0.4482142857,0.1810248132,5-fold,100
197,rf,d,10,5-fold,0.6019047619,0.0800793258,0.5906140351,0.0760131265,0.6978947368,0.1440341795,0.4833333333,0.1212278044,5-fold,100
137,mlp,d,50,10-fold,0.6016339869,0.0815241404,0.6120833333,0.0700214408,0.5366666667000001,0.2343628083,0.6875,0.1831264293,5-fold,100
76,dtree,d,10,10-fold,0.6013071895000001,0.11973654830000001,0.6035714286,0.1126557878,0.65,0.2838231061,0.5571428571,0.303372951,5-fold,100
198,rf,d,10,m-carlo,0.6000000000000001,0.0633430792,0.5934375,0.0598612362,0.6525000000000001,0.1069616262,0.5343749999999999,0.06869016530000001,5-fold,100
38,bag,pca,10,m-carlo,0.6000000000000001,0.0756174497,0.5721875,0.0754502657,0.8225,0.11177397310000001,0.32187499999999997,0.1169707425,5-fold,100
77,dtree,pca,10,10-fold,0.5980392157000001,0.128669482,0.5932142857,0.13568765400000002,0.64,0.1429840706,0.5464285714,0.1956514208,5-fold,100
39,bag,d,100,5-fold,0.596984127,0.07047064900000001,0.5729605263,0.07960124560000001,0.7684210526,0.1339652041,0.3775,0.20894909,5-fold,100
138,mlp,d,10,5-fold,0.596984127,0.0501710353,0.5773245614,0.06700294450000001,0.7263157895,0.1911928585,0.4283333333,0.29222268430000004,5-fold,100
199,rf,pca,100,5-fold,0.5966666667,0.041087815900000005,0.5604605263,0.0424623643,0.8484210526,0.0355311887,0.2725,0.052671677,5-fold,100
200,rf,pca,100,10-fold,0.5964052288,0.11297772090000001,0.5598015873000001,0.1074583099,0.8588888889,0.1502672516,0.2607142857,0.08510031430000001,5-fold,100
78,dtree,pca,100,5-fold,0.5963492063,0.039823559,0.5917982456,0.0376591983,0.6252631579,0.0964860445,0.5583333333,0.0845740964,5-fold,100
139,mlp,d,100,5-fold,0.5960317460000001,0.15441148770000002,0.5902850877,0.1573279911,0.6247368421,0.1544313131,0.5558333333000001,0.19052194390000002,5-fold,100
201,rf,pca,10,m-carlo,0.5958333333,0.0847707415,0.588125,0.0832348651,0.6575000000000001,0.1216930997,0.51875,0.1074908197,5-fold,100
256,svm,pca,10,m-carlo,0.5958333333,0.0782955821,0.593125,0.0758694126,0.6175,0.1227695745,0.5687500000000001,0.0991327526,5-fold,100
140,mlp,d,50,m-carlo,0.5958333333,0.09850861570000001,0.5975,0.0900566342,0.5825,0.2907680392,0.6125,0.2671733126,5-fold,100
141,mlp,pca,100,5-fold,0.5915873016000001,0.0763548161,0.5735307018,0.0793241345,0.7078947368,0.21805613140000002,0.43916666670000004,0.2482508252,5-fold,100
202,rf,pca,10,10-fold,0.5911764706,0.07608836940000001,0.5796031746,0.0819217175,0.6877777778,0.0969281266,0.4714285714,0.1617471221,5-fold,100
142,mlp,pca,50,5-fold,0.5906349206,0.09292901840000001,0.5932675439,0.0942046659,0.5673684211000001,0.2051838578,0.6191666667,0.2411200715,5-fold,100
40,bag,pca,10,10-fold,0.585620915,0.0849924548,0.5539285714000001,0.0856679769,0.84,0.1837873167,0.2678571429,0.2162607396,5-fold,100
41,bag,pca,100,5-fold,0.5855555556,0.1363606625,0.5718640351000001,0.14618633080000001,0.6678947368,0.11763481690000001,0.4758333333,0.2334151642,5-fold,100
79,dtree,step-up,10,10-fold,0.5849673203,0.1253906801,0.5733134921,0.1357720713,0.6555555556,0.12069756100000001,0.4910714286,0.2213213386,5-fold,100
143,mlp,pca,10,m-carlo,0.5833333333,0.0680413817,0.5728125,0.0752811343,0.6675,0.19753414100000002,0.47812499999999997,0.2614759159,5-fold,100
80,dtree,pca,10,m-carlo,0.5833333333,0.0914648674,0.5706249999999999,0.0901410627,0.685,0.1159627889,0.45625000000000004,0.0995466698,5-fold,100
81,dtree,auc,100,10-fold,0.5800653595,0.07183350470000001,0.5708333333,0.084905799,0.6666666667000001,0.1490711985,0.47500000000000003,0.2535462764,5-fold,100
144,mlp,pca,10,5-fold,0.58,0.056784591200000005,0.5577412281,0.0689352795,0.7163157895000001,0.1842894568,0.3991666667,0.268198724,5-fold,100
203,rf,d,100,5-fold,0.5798412698000001,0.1132998706,0.5674780702000001,0.11345175960000001,0.6657894737000001,0.1075894268,0.4691666667,0.1250555432,5-fold,100
257,svm,pca,10,10-fold,0.5797385621000001,0.12414669040000001,0.5660119048,0.1270301411,0.6766666667,0.1547997512,0.4553571429,0.2121671062,5-fold,100
145,mlp,kpca,100,5-fold,0.5796825397,0.0924621909,0.5350438596,0.09172152730000001,0.8984210526,0.1070506132,0.1716666667,0.186674107,5-fold,100
42,bag,pca,50,10-fold,0.5794117647,0.1128600237,0.5523015873,0.11687326490000001,0.7688888889000001,0.1557142048,0.3357142857,0.1775366846,5-fold,100
82,dtree,kpca,100,10-fold,0.5794117647,0.096046685,0.5640277778,0.0970323097,0.6655555556,0.1449137675,0.4625,0.16824297100000002,5-fold,100
204,rf,pca,100,m-carlo,0.5763888889000001,0.0673665745,0.5446875,0.07042735500000001,0.8300000000000001,0.0714511243,0.25937499999999997,0.1169707425,5-fold,100
43,bag,pca,100,10-fold,0.5741830065,0.12416437200000001,0.5712103175000001,0.1270557369,0.5977777778000001,0.1380642184,0.5446428571,0.16629422670000002,5-fold,100
44,bag,pca,10,5-fold,0.5739682540000001,0.0327922832,0.5389035088,0.0385308952,0.8294736842,0.19835193550000002,0.24833333330000001,0.22410315090000002,5-fold,100
84,dtree,auc,10,m-carlo,0.5736111111000001,0.079223715,0.5678124999999999,0.08119367990000001,0.62,0.09651833750000001,0.515625,0.1280467508,5-fold,100
83,dtree,pca,50,m-carlo,0.5736111111000001,0.061965715000000005,0.5653125,0.0653141132,0.64,0.0788068926,0.490625,0.1238018233,5-fold,100
85,dtree,step-up,10,m-carlo,0.5722222222000001,0.0750784731,0.5650000000000001,0.0768788777,0.63,0.1105012503,0.5,0.13901675400000002,5-fold,100
86,dtree,kpca,100,5-fold,0.5679365079,0.049185863600000004,0.5555043860000001,0.0452367685,0.6668421053,0.1296650276,0.4441666667,0.11864395850000001,5-fold,100
146,mlp,pca,50,m-carlo,0.5666666667,0.0772118088,0.564375,0.07751008,0.585,0.23401529410000002,0.5437500000000001,0.2605504043,5-fold,100
87,dtree,d,100,10-fold,0.5640522876,0.1318235825,0.5576587302,0.1321496495,0.6188888889,0.1598224323,0.4964285714,0.13698237970000002,5-fold,100
88,dtree,d,10,m-carlo,0.5638888889,0.0598487372,0.5675,0.0514030129,0.535,0.26112106490000003,0.6000000000000001,0.256013209,5-fold,100
147,mlp,kpca,50,5-fold,0.5628571429,0.0423782771,0.5304166667,0.025920551700000002,0.78,0.30331501780000003,0.2808333333,0.2987473849,5-fold,100
260,svm,kpca,50,10-fold,0.562745098,0.0193519982,0.5,0.0,1.0,0.0,0.0,0.0,5-fold,100
258,svm,kpca,100,10-fold,0.562745098,0.0193519982,0.5,0.0,1.0,0.0,0.0,0.0,5-fold,100
259,svm,kpca,10,10-fold,0.562745098,0.0193519982,0.5,0.0,1.0,0.0,0.0,0.0,5-fold,100
261,svm,kpca,100,5-fold,0.5625396825,0.012973217,0.5,0.0,1.0,0.0,0.0,0.0,5-fold,100
262,svm,kpca,50,5-fold,0.5625396825,0.012973217,0.5,0.0,1.0,0.0,0.0,0.0,5-fold,100
263,svm,kpca,10,5-fold,0.5625396825,0.012973217,0.5,0.0,1.0,0.0,0.0,0.0,5-fold,100
148,mlp,pca,50,10-fold,0.5617647059,0.1038629752,0.5486706349,0.0947505086,0.6455555556,0.28111330700000003,0.45178571430000003,0.2671352707,5-fold,100
89,dtree,pca,100,10-fold,0.5611111111,0.0838574799,0.5521031746,0.0787034925,0.6577777778,0.2049992472,0.44642857140000003,0.2319138064,5-fold,100
90,dtree,pearson,100,10-fold,0.5581699346,0.0963396624,0.5461904762,0.09675429990000001,0.6566666667000001,0.1066319388,0.43571428570000004,0.1499243952,5-fold,100
91,dtree,kpca,10,5-fold,0.5574603175,0.0789704474,0.5136403509,0.0791673349,0.8689473684000001,0.09709064220000001,0.15833333330000002,0.1538848776,5-fold,100
45,bag,kpca,50,5-fold,0.556984127,0.020484801900000002,0.49666666670000004,0.0126381257,0.98,0.0273861279,0.0133333333,0.0298142397,5-fold,100
46,bag,kpca,50,10-fold,0.5568627451,0.034003682800000004,0.4944444444,0.0175682092,0.9888888889,0.0351364184,0.0,0.0,5-fold,100
47,bag,kpca,10,10-fold,0.5568627451,0.0196803308,0.495,0.0158113883,0.99,0.0316227766,0.0,0.0,5-fold,100
205,rf,kpca,100,5-fold,0.5566666667,0.072617096,0.5095833333,0.0643072054,0.89,0.1673320053,0.12916666670000002,0.0637377439,5-fold,100
92,dtree,pca,50,10-fold,0.5565359477,0.0996842143,0.5469246032,0.10046160230000001,0.6277777778,0.1307622477,0.4660714286,0.116778979,5-fold,100
265,svm,kpca,100,m-carlo,0.5555555556,0.0,0.5,0.0,1.0,0.0,0.0,0.0,5-fold,100
264,svm,kpca,50,m-carlo,0.5555555556,0.0,0.5,0.0,1.0,0.0,0.0,0.0,5-fold,100
266,svm,kpca,10,m-carlo,0.5555555556,0.0,0.5,0.0,1.0,0.0,0.0,0.0,5-fold,100
